transaction_id,meal_type,sales_amount,cost_of_goods_sold,customer_age,customer_gender,customer_income_bracket,profit,profit_margin_pct
4067,Sweet & Sour Pork,50.24,3.45,36,Male,Middle,46.79,93.13
4068,Hot Pot,32.85,35.11,24,Male,Middle,-2.259999999999998,-6.88
4069,Fried Rice,25.61,43.86,50,Female,Middle,-18.25,-71.26
4070,Kung Pao Chicken,16.99,36.66,50,Male,Low,-19.669999999999998,-115.77
4071,Sweet & Sour Pork,63.01,4.96,67,Male,Low,58.05,92.13
4072,Sweet & Sour Pork,58.76,44.85,34,Male,High,13.909999999999997,23.67
4073,Noodles,16.01,16.51,43,Female,Low,-0.5,-3.12
4074,Sweet & Sour Pork,64.96,28.73,20,Non-Binary,Low,36.22999999999999,55.77
4075,Noodles,60.57,38.23,20,Non-Binary,Middle,22.340000000000003,36.88
4076,Spring Rolls,17.68,39.82,29,Non-Binary,Middle,-22.14,-125.23
4077,Fried Rice,59.98,29.26,22,Female,Middle,30.719999999999995,51.22
4078,Kung Pao Chicken,49.19,44.45,26,Female,Middle,4.739999999999995,9.64
4079,Noodles,27.25,30.45,49,Non-Binary,Middle,-3.1999999999999993,-11.74
4080,Spring Rolls,35.56,41.79,20,Non-Binary,Middle,-6.229999999999997,-17.52
4081,Noodles,52.26,7.87,51,Female,Middle,44.39,84.94
4082,Hot Pot,10.79,44.7,22,Female,Middle,-33.910000000000004,-314.27
4083,Fried Rice,24.11,23.63,35,Non-Binary,Low,0.4800000000000004,1.99
4084,Kung Pao Chicken,39.63,18.8,65,Female,Middle,20.830000000000002,52.56
4085,Fried Rice,16.8,42.09,58,Female,Middle,-25.290000000000003,-150.54
4086,Sweet & Sour Pork,58.63,23.26,35,Non-Binary,Low,35.370000000000005,60.33
4087,Sweet & Sour Pork,18.54,7.61,21,Non-Binary,High,10.93,58.95
4088,Dim Sum,13.24,33.48,56,Non-Binary,High,-20.239999999999995,-152.87
4089,Fried Rice,61.7,7.77,62,Non-Binary,Low,53.93000000000001,87.41
4090,Fried Rice,17.27,40.36,41,Non-Binary,High,-23.09,-133.7
4091,Dim Sum,57.16,44.6,43,Non-Binary,Middle,12.559999999999995,21.97
4092,Fried Rice,43.25,30.58,19,Non-Binary,Middle,12.670000000000002,29.29
4093,Sweet & Sour Pork,38.12,43.88,65,Female,Middle,-5.760000000000005,-15.11
4094,Spring Rolls,38.38,41.84,67,Male,Low,-3.460000000000001,-9.02
4095,Noodles,59.36,21.3,19,Male,Low,38.06,64.12
4096,Fried Rice,63.52,8.56,20,Non-Binary,High,54.96,86.52
4097,Noodles,44.23,43.9,50,Male,High,0.3299999999999983,0.75
4098,Noodles,59.58,10.22,25,Female,Middle,49.36,82.85
4099,Kung Pao Chicken,65.99,44.75,28,Non-Binary,Middle,21.239999999999995,32.19
4100,Hot Pot,59.61,23.87,39,Female,Middle,35.739999999999995,59.96
4101,Kung Pao Chicken,43.82,21.9,19,Male,Middle,21.92,50.02
4102,Dim Sum,13.49,27.33,24,Female,Middle,-13.839999999999998,-102.59
4103,Kung Pao Chicken,23.41,30.21,53,Male,Low,-6.800000000000001,-29.05
4104,Spring Rolls,30.51,7.81,26,Male,Middle,22.700000000000003,74.4
4105,Dim Sum,11.17,3.59,51,Female,Low,7.58,67.86
4106,Spring Rolls,39.66,17.97,53,Non-Binary,Low,21.689999999999998,54.69
4107,Spring Rolls,23.09,34.98,50,Female,Middle,-11.889999999999997,-51.49
4108,Fried Rice,33.9,30.26,52,Male,Middle,3.639999999999997,10.74
4109,Dim Sum,19.88,38.91,33,Male,Middle,-19.029999999999998,-95.72
4110,Kung Pao Chicken,36.85,39.5,38,Female,Middle,-2.6499999999999986,-7.19
4111,Fried Rice,26.84,23.1,68,Non-Binary,Low,3.7399999999999984,13.93
4112,Kung Pao Chicken,41.06,18.41,46,Non-Binary,Middle,22.650000000000002,55.16
4113,Spring Rolls,18.86,42.22,48,Male,Middle,-23.36,-123.86
4114,Hot Pot,66.99,10.59,56,Female,Low,56.39999999999999,84.19
4115,Hot Pot,35.21,12.62,24,Female,High,22.590000000000003,64.16
4116,Dim Sum,13.27,38.46,29,Male,Middle,-25.19,-189.83
4117,Fried Rice,33.88,27.19,34,Non-Binary,Middle,6.690000000000001,19.75
4118,Fried Rice,16.45,11.52,25,Male,High,4.93,29.97
4119,Sweet & Sour Pork,44.95,25.28,34,Female,High,19.67,43.76
4120,Noodles,19.73,6.48,27,Non-Binary,Middle,13.25,67.16
4121,Sweet & Sour Pork,63.27,15.65,44,Female,Low,47.620000000000005,75.26
4122,Hot Pot,9.91,10.44,51,Female,High,-0.5299999999999994,-5.35
4123,Spring Rolls,41.89,19.68,33,Non-Binary,Middle,22.21,53.02
4124,Kung Pao Chicken,29.01,25.49,39,Non-Binary,High,3.520000000000003,12.13
4125,Dim Sum,25.15,24.08,53,Male,Middle,1.0700000000000003,4.25
4126,Hot Pot,64.62,27.51,56,Male,Middle,37.11,57.43
4127,Kung Pao Chicken,17.5,20.61,20,Non-Binary,Middle,-3.1099999999999994,-17.77
4128,Spring Rolls,63.14,22.04,20,Female,Middle,41.1,65.09
4129,Fried Rice,37.0,27.47,32,Female,Middle,9.530000000000001,25.76
4130,Hot Pot,52.61,29.01,45,Non-Binary,High,23.599999999999998,44.86
4131,Fried Rice,20.71,26.08,45,Male,High,-5.369999999999997,-25.93
4132,Kung Pao Chicken,52.25,43.99,30,Male,Low,8.259999999999998,15.81
4133,Kung Pao Chicken,45.85,27.09,42,Female,Low,18.76,40.92
4134,Noodles,24.22,22.77,36,Male,High,1.4499999999999993,5.99
4135,Spring Rolls,67.38,27.61,69,Female,Middle,39.769999999999996,59.02
4136,Spring Rolls,53.93,34.14,32,Female,Middle,19.79,36.7
4137,Spring Rolls,59.34,25.99,63,Non-Binary,Low,33.35000000000001,56.2
4138,Kung Pao Chicken,11.03,26.59,44,Male,High,-15.56,-141.07
4139,Kung Pao Chicken,48.59,32.63,64,Non-Binary,Low,15.96,32.85
4140,Sweet & Sour Pork,43.8,27.55,39,Female,High,16.249999999999996,37.1
4141,Noodles,30.78,30.63,29,Non-Binary,Middle,0.15000000000000213,0.49
4142,Kung Pao Chicken,16.86,27.83,58,Female,High,-10.969999999999999,-65.07
4143,Fried Rice,23.04,9.26,38,Male,Middle,13.78,59.81
4144,Dim Sum,64.86,13.29,25,Non-Binary,Low,51.57,79.51
4145,Dim Sum,20.07,22.46,24,Male,Middle,-2.3900000000000006,-11.91
4146,Dim Sum,11.67,14.12,27,Female,Low,-2.4499999999999993,-20.99
4147,Hot Pot,14.62,36.78,25,Female,Middle,-22.160000000000004,-151.57
4148,Kung Pao Chicken,32.03,4.47,58,Male,Middle,27.560000000000002,86.04
4149,Kung Pao Chicken,12.38,42.79,48,Male,Low,-30.409999999999997,-245.64
4150,Noodles,10.2,43.47,25,Non-Binary,Middle,-33.269999999999996,-326.18
4151,Hot Pot,13.58,32.93,39,Non-Binary,Middle,-19.35,-142.49
4152,Spring Rolls,41.98,27.95,67,Male,Middle,14.029999999999998,33.42
4153,Noodles,62.6,15.99,53,Non-Binary,High,46.61,74.46
4154,Fried Rice,66.93,14.21,39,Female,High,52.720000000000006,78.77
4155,Fried Rice,14.64,24.5,48,Female,Middle,-9.86,-67.35
4156,Fried Rice,41.35,24.68,21,Male,High,16.67,40.31
4157,Noodles,53.63,41.43,30,Non-Binary,Middle,12.200000000000003,22.75
4158,Noodles,10.5,24.38,46,Non-Binary,Low,-13.879999999999999,-132.19
4159,Sweet & Sour Pork,62.19,21.9,56,Non-Binary,Middle,40.29,64.79
4160,Sweet & Sour Pork,66.24,43.27,18,Female,High,22.96999999999999,34.68
4161,Spring Rolls,26.14,8.1,45,Female,High,18.04,69.01
4162,Sweet & Sour Pork,67.46,43.19,29,Female,Low,24.269999999999996,35.98
4163,Kung Pao Chicken,41.39,22.38,59,Non-Binary,Middle,19.01,45.93
4164,Kung Pao Chicken,28.13,14.5,33,Female,Middle,13.629999999999999,48.45
4165,Dim Sum,17.4,16.91,59,Male,Middle,0.48999999999999844,2.82
4166,Kung Pao Chicken,53.69,20.64,32,Non-Binary,Middle,33.05,61.56
4167,Hot Pot,35.3,23.47,45,Female,Middle,11.829999999999998,33.51
4168,Dim Sum,24.56,18.54,48,Female,Middle,6.02,24.51
4169,Spring Rolls,53.25,21.6,65,Female,Low,31.65,59.44
4170,Fried Rice,46.57,28.83,50,Non-Binary,Low,17.740000000000002,38.09
4171,Noodles,58.34,38.33,58,Female,Middle,20.010000000000005,34.3
4172,Fried Rice,30.34,15.0,23,Female,Middle,15.34,50.56
4173,Noodles,26.8,39.92,53,Female,Middle,-13.120000000000001,-48.96
4174,Fried Rice,16.04,8.62,26,Female,Middle,7.42,46.26
4175,Noodles,60.07,21.09,48,Non-Binary,High,38.980000000000004,64.89
4176,Hot Pot,53.27,41.83,30,Female,High,11.440000000000005,21.48
4177,Spring Rolls,14.0,35.41,43,Male,High,-21.409999999999997,-152.93
4178,Kung Pao Chicken,11.09,38.87,32,Male,Middle,-27.779999999999998,-250.5
4179,Fried Rice,29.42,30.49,19,Non-Binary,Low,-1.0699999999999967,-3.64
4180,Spring Rolls,20.56,33.02,22,Male,High,-12.460000000000004,-60.6
4181,Kung Pao Chicken,30.81,21.11,43,Female,High,9.7,31.48
4182,Noodles,42.66,23.21,62,Non-Binary,Low,19.449999999999996,45.59
4183,Kung Pao Chicken,31.95,18.5,54,Female,High,13.45,42.1
4184,Spring Rolls,27.76,40.2,48,Male,Middle,-12.440000000000001,-44.81
4185,Fried Rice,40.81,40.45,36,Female,High,0.35999999999999943,0.88
4186,Hot Pot,55.46,29.19,43,Female,Middle,26.27,47.37
4187,Spring Rolls,48.77,32.99,61,Female,Middle,15.780000000000001,32.36
4188,Fried Rice,54.23,10.17,28,Female,Low,44.059999999999995,81.25
4189,Sweet & Sour Pork,68.1,26.16,69,Non-Binary,Middle,41.94,61.59
4190,Dim Sum,54.68,16.78,25,Female,Low,37.9,69.31
4191,Noodles,23.79,34.26,64,Male,Middle,-10.469999999999999,-44.01
4192,Noodles,67.27,37.11,34,Non-Binary,High,30.159999999999997,44.83
4193,Hot Pot,48.94,17.87,40,Non-Binary,High,31.069999999999997,63.49
4194,Sweet & Sour Pork,52.9,33.56,42,Non-Binary,Middle,19.339999999999996,36.56
4195,Spring Rolls,63.01,34.33,52,Male,Middle,28.68,45.52
4196,Kung Pao Chicken,65.06,20.25,46,Male,Middle,44.81,68.87
4197,Sweet & Sour Pork,33.64,8.47,56,Non-Binary,Low,25.17,74.82
4198,Spring Rolls,16.71,34.85,27,Male,Middle,-18.14,-108.56
4199,Dim Sum,48.39,15.14,33,Female,Middle,33.25,68.71
4200,Dim Sum,57.45,36.08,61,Female,High,21.370000000000005,37.2
4201,Noodles,21.83,36.63,22,Non-Binary,Middle,-14.800000000000004,-67.8
4202,Sweet & Sour Pork,26.48,23.07,38,Non-Binary,Low,3.41,12.88
4203,Hot Pot,12.6,6.45,29,Female,High,6.1499999999999995,48.81
4204,Fried Rice,37.19,36.7,62,Female,High,0.4899999999999949,1.32
4205,Sweet & Sour Pork,69.78,8.38,26,Male,Low,61.4,87.99
4206,Dim Sum,16.5,43.8,52,Non-Binary,Middle,-27.299999999999997,-165.45
4207,Kung Pao Chicken,60.58,14.14,62,Non-Binary,Middle,46.44,76.66
4208,Noodles,45.75,39.18,64,Male,Middle,6.57,14.36
4209,Hot Pot,33.02,4.9,19,Non-Binary,Low,28.120000000000005,85.16
4210,Kung Pao Chicken,58.12,28.36,68,Male,High,29.759999999999998,51.2
4211,Fried Rice,69.37,40.49,50,Male,Middle,28.880000000000003,41.63
4212,Spring Rolls,66.68,40.21,23,Female,Low,26.470000000000006,39.7
4213,Spring Rolls,50.22,31.87,54,Non-Binary,Low,18.349999999999998,36.54
4214,Spring Rolls,26.76,30.04,69,Non-Binary,Middle,-3.2799999999999976,-12.26
4215,Spring Rolls,69.66,40.37,61,Male,Middle,29.29,42.05
4216,Sweet & Sour Pork,51.87,3.19,42,Female,Low,48.68,93.85
4217,Spring Rolls,66.94,4.81,39,Male,Middle,62.129999999999995,92.81
4218,Noodles,17.66,3.75,56,Female,Middle,13.91,78.77
4219,Dim Sum,51.55,42.45,63,Male,Middle,9.099999999999994,17.65
4220,Hot Pot,68.27,39.61,59,Non-Binary,High,28.659999999999997,41.98
4221,Sweet & Sour Pork,10.98,7.86,64,Non-Binary,Middle,3.12,28.42
4222,Spring Rolls,38.42,18.82,57,Male,Low,19.6,51.02
4223,Fried Rice,9.25,21.09,45,Non-Binary,Middle,-11.84,-128.0
4224,Spring Rolls,22.96,29.93,47,Male,High,-6.969999999999999,-30.36
4225,Spring Rolls,25.3,22.77,49,Male,High,2.530000000000001,10.0
4226,Hot Pot,46.89,36.7,67,Female,Low,10.189999999999998,21.73
4227,Fried Rice,41.06,44.6,62,Male,Low,-3.539999999999999,-8.62
4228,Dim Sum,46.44,13.82,32,Male,High,32.62,70.24
4229,Dim Sum,33.35,18.25,62,Male,Middle,15.100000000000001,45.28
4230,Noodles,43.72,14.15,46,Female,Middle,29.57,67.63
4231,Noodles,24.7,34.73,22,Female,High,-10.029999999999998,-40.61
4232,Sweet & Sour Pork,36.28,18.5,18,Male,High,17.78,49.01
4233,Noodles,64.03,40.62,43,Male,Middle,23.410000000000004,36.56
4234,Dim Sum,34.53,21.69,34,Non-Binary,Middle,12.84,37.19
4235,Hot Pot,69.82,17.49,69,Non-Binary,Middle,52.33,74.95
4236,Sweet & Sour Pork,55.71,31.87,61,Male,Low,23.84,42.79
4237,Kung Pao Chicken,64.34,41.95,61,Non-Binary,Middle,22.39,34.8
4238,Sweet & Sour Pork,47.89,8.17,62,Male,Low,39.72,82.94
4239,Hot Pot,61.37,33.26,54,Male,Middle,28.11,45.8
4240,Noodles,39.37,39.83,37,Male,Middle,-0.46000000000000085,-1.17
4241,Kung Pao Chicken,35.83,10.33,31,Non-Binary,Low,25.5,71.17
4242,Sweet & Sour Pork,27.48,30.59,25,Non-Binary,Low,-3.1099999999999994,-11.32
4243,Kung Pao Chicken,61.12,26.15,60,Female,Low,34.97,57.22
4244,Sweet & Sour Pork,23.83,8.46,54,Non-Binary,Middle,15.369999999999997,64.5
4245,Kung Pao Chicken,63.31,17.08,44,Non-Binary,Low,46.230000000000004,73.02
4246,Hot Pot,59.82,43.09,60,Male,Middle,16.729999999999997,27.97
4247,Noodles,56.37,22.89,61,Female,Middle,33.48,59.39
4248,Hot Pot,21.81,42.27,46,Male,Middle,-20.460000000000004,-93.81
4249,Noodles,65.76,41.3,66,Female,Middle,24.460000000000008,37.2
4250,Fried Rice,44.4,33.7,42,Non-Binary,High,10.699999999999996,24.1
4251,Hot Pot,41.36,13.74,20,Non-Binary,Low,27.619999999999997,66.78
4252,Noodles,57.13,25.98,34,Female,High,31.150000000000002,54.52
4253,Fried Rice,10.28,40.26,55,Non-Binary,Middle,-29.979999999999997,-291.63
4254,Dim Sum,38.25,43.14,21,Non-Binary,High,-4.890000000000001,-12.78
4255,Hot Pot,38.6,24.36,52,Male,High,14.240000000000002,36.89
4256,Hot Pot,16.97,24.35,26,Female,Middle,-7.380000000000003,-43.49
4257,Noodles,59.1,34.6,69,Non-Binary,Middle,24.5,41.46
4258,Dim Sum,33.53,14.3,60,Male,Middle,19.23,57.35
4259,Noodles,10.08,31.76,58,Non-Binary,Low,-21.68,-215.08
4260,Kung Pao Chicken,24.98,42.31,46,Male,Low,-17.330000000000002,-69.38
4261,Spring Rolls,67.19,23.77,36,Male,Low,43.42,64.62
4262,Noodles,22.73,7.1,65,Female,Middle,15.63,68.76
4263,Noodles,39.47,40.09,50,Male,Low,-0.6200000000000045,-1.57
4264,Noodles,15.36,15.82,46,Female,Low,-0.46000000000000085,-2.99
4265,Noodles,13.7,10.56,29,Non-Binary,High,3.139999999999999,22.92
4266,Spring Rolls,58.69,26.77,32,Female,Middle,31.919999999999998,54.39
4267,Spring Rolls,50.3,17.01,34,Male,High,33.28999999999999,66.18
4268,Fried Rice,47.86,19.92,28,Male,Middle,27.939999999999998,58.38
4269,Sweet & Sour Pork,69.18,43.97,29,Female,Middle,25.210000000000008,36.44
4270,Noodles,52.72,10.32,68,Male,Low,42.4,80.42
4271,Sweet & Sour Pork,19.51,9.19,45,Female,Middle,10.320000000000002,52.9
4272,Sweet & Sour Pork,43.17,9.51,65,Male,Middle,33.660000000000004,77.97
4273,Kung Pao Chicken,51.45,18.52,53,Non-Binary,Middle,32.93000000000001,64.0
4274,Fried Rice,35.06,24.91,30,Non-Binary,Low,10.150000000000002,28.95
4275,Noodles,68.65,27.17,28,Female,High,41.480000000000004,60.42
4276,Dim Sum,66.73,7.13,25,Male,High,59.6,89.32
4277,Spring Rolls,43.06,24.3,65,Non-Binary,Middle,18.76,43.57
4278,Fried Rice,28.37,37.39,55,Non-Binary,Middle,-9.02,-31.79
4279,Hot Pot,49.34,37.47,37,Female,Middle,11.870000000000005,24.06
4280,Dim Sum,37.61,5.24,58,Female,Low,32.37,86.07
4281,Dim Sum,23.12,36.61,37,Female,Middle,-13.489999999999998,-58.35
4282,Sweet & Sour Pork,38.36,28.32,59,Non-Binary,Middle,10.04,26.17
4283,Fried Rice,57.82,4.87,61,Female,Middle,52.95,91.58
4284,Kung Pao Chicken,48.96,34.46,43,Male,High,14.5,29.62
4285,Spring Rolls,45.6,14.23,26,Non-Binary,Middle,31.37,68.79
4286,Hot Pot,21.25,32.95,36,Female,Low,-11.700000000000003,-55.06
4287,Dim Sum,61.08,26.97,61,Male,Low,34.11,55.84
4288,Spring Rolls,24.01,18.75,23,Male,Middle,5.260000000000002,21.91
4289,Sweet & Sour Pork,21.76,37.39,47,Female,Low,-15.629999999999999,-71.83
4290,Hot Pot,53.79,25.57,42,Female,Middle,28.22,52.46
4291,Noodles,54.21,41.27,63,Non-Binary,Low,12.939999999999998,23.87
4292,Noodles,18.82,44.24,23,Male,High,-25.42,-135.07
4293,Kung Pao Chicken,58.75,26.05,64,Female,Low,32.7,55.66
4294,Dim Sum,52.56,29.9,27,Female,Middle,22.660000000000004,43.11
4295,Hot Pot,29.86,25.97,60,Non-Binary,Middle,3.8900000000000006,13.03
4296,Noodles,17.99,6.87,32,Female,Middle,11.119999999999997,61.81
4297,Kung Pao Chicken,19.93,37.36,66,Male,Middle,-17.43,-87.46
4298,Hot Pot,35.92,17.95,43,Non-Binary,High,17.970000000000002,50.03
4299,Spring Rolls,30.79,11.55,29,Non-Binary,Low,19.24,62.49
4300,Sweet & Sour Pork,17.78,21.87,66,Female,High,-4.09,-23.0
4301,Dim Sum,39.84,6.16,18,Female,Middle,33.68000000000001,84.54
4302,Fried Rice,27.09,16.95,49,Male,High,10.14,37.43
4303,Spring Rolls,57.14,30.7,47,Male,Low,26.44,46.27
4304,Dim Sum,59.77,3.17,27,Male,Middle,56.6,94.7
4305,Sweet & Sour Pork,56.84,21.35,52,Female,Middle,35.49,62.44
4306,Kung Pao Chicken,9.94,31.93,56,Female,Middle,-21.990000000000002,-221.23
4307,Dim Sum,14.33,9.44,37,Female,Middle,4.890000000000001,34.12
4308,Sweet & Sour Pork,38.12,37.81,52,Non-Binary,High,0.30999999999999517,0.81
4309,Dim Sum,30.22,22.27,42,Male,Middle,7.949999999999999,26.31
4310,Fried Rice,45.91,21.06,68,Female,Low,24.849999999999998,54.13
4311,Hot Pot,43.32,41.27,66,Male,Low,2.049999999999997,4.73
4312,Dim Sum,43.22,30.2,36,Female,High,13.02,30.12
4313,Hot Pot,25.66,5.3,61,Non-Binary,High,20.36,79.35
4314,Noodles,19.61,7.49,44,Female,Low,12.12,61.81
4315,Kung Pao Chicken,33.84,3.26,47,Male,High,30.580000000000005,90.37
4316,Noodles,15.31,7.91,21,Male,Low,7.4,48.33
4317,Noodles,55.78,20.83,33,Female,Middle,34.95,62.66
4318,Sweet & Sour Pork,15.1,44.24,57,Male,Middle,-29.14,-192.98
4319,Dim Sum,33.91,20.19,54,Non-Binary,High,13.719999999999995,40.46
4320,Hot Pot,30.53,16.02,38,Female,Middle,14.510000000000002,47.53
4321,Dim Sum,20.92,26.58,65,Female,Middle,-5.659999999999997,-27.06
4322,Fried Rice,28.3,17.14,68,Male,Low,11.16,39.43
4323,Sweet & Sour Pork,51.92,24.39,34,Female,Middle,27.53,53.02
4324,Kung Pao Chicken,36.43,17.12,40,Male,High,19.31,53.01
4325,Fried Rice,29.67,43.98,27,Female,Middle,-14.309999999999995,-48.23
4326,Fried Rice,58.91,16.66,25,Male,Middle,42.25,71.72
4327,Dim Sum,36.15,44.23,20,Male,Middle,-8.079999999999998,-22.35
4328,Dim Sum,8.87,20.84,29,Female,Low,-11.97,-134.95
4329,Noodles,39.27,16.14,67,Male,Middle,23.130000000000003,58.9
4330,Spring Rolls,65.73,20.08,19,Non-Binary,Middle,45.650000000000006,69.45
4331,Spring Rolls,39.2,41.31,41,Female,Middle,-2.1099999999999994,-5.38
4332,Hot Pot,11.06,26.13,54,Female,High,-15.069999999999999,-136.26
4333,Kung Pao Chicken,54.28,14.73,21,Female,Middle,39.55,72.86
4334,Dim Sum,44.7,44.49,52,Female,Middle,0.21000000000000085,0.47
4335,Sweet & Sour Pork,16.35,42.14,53,Non-Binary,High,-25.79,-157.74
4336,Dim Sum,46.64,23.86,62,Female,Middle,22.78,48.84
4337,Kung Pao Chicken,50.07,22.91,52,Non-Binary,Middle,27.16,54.24
4338,Kung Pao Chicken,59.33,40.79,33,Female,High,18.54,31.25
4339,Dim Sum,34.29,15.89,18,Female,Low,18.4,53.66
4340,Kung Pao Chicken,63.88,43.38,25,Male,Low,20.5,32.09
4341,Noodles,38.33,7.88,37,Non-Binary,Middle,30.45,79.44
4342,Dim Sum,52.87,21.74,57,Male,Middle,31.13,58.88
4343,Kung Pao Chicken,60.75,42.95,36,Female,Middle,17.799999999999997,29.3
4344,Hot Pot,67.14,33.51,33,Non-Binary,High,33.63,50.09
4345,Kung Pao Chicken,55.73,44.78,53,Male,Middle,10.949999999999996,19.65
4346,Kung Pao Chicken,64.86,23.86,48,Male,High,41.0,63.21
4347,Sweet & Sour Pork,19.32,19.33,66,Male,Middle,-0.00999999999999801,-0.05
4348,Hot Pot,26.19,11.38,69,Non-Binary,High,14.81,56.55
4349,Noodles,39.75,39.95,29,Female,Low,-0.20000000000000284,-0.5
4350,Sweet & Sour Pork,53.89,42.76,49,Male,Middle,11.130000000000003,20.65
4351,Hot Pot,31.05,13.89,60,Male,Low,17.16,55.27
4352,Fried Rice,56.07,44.07,42,Non-Binary,Low,12.0,21.4
4353,Hot Pot,14.88,22.49,65,Female,Middle,-7.609999999999998,-51.14
4354,Hot Pot,47.7,10.42,18,Male,Middle,37.28,78.16
4355,Fried Rice,19.57,15.15,67,Female,Middle,4.42,22.59
4356,Noodles,38.19,40.92,40,Female,Low,-2.730000000000004,-7.15
4357,Dim Sum,68.58,17.69,43,Female,High,50.89,74.21
4358,Fried Rice,23.88,15.46,63,Male,Middle,8.419999999999998,35.26
4359,Kung Pao Chicken,43.5,11.57,62,Female,High,31.93,73.4
4360,Sweet & Sour Pork,69.53,24.78,40,Male,Low,44.75,64.36
4361,Sweet & Sour Pork,52.21,30.61,33,Non-Binary,High,21.6,41.37
4362,Spring Rolls,8.06,4.61,26,Male,Low,3.45,42.8
4363,Hot Pot,29.97,23.65,56,Male,High,6.32,21.09
4364,Kung Pao Chicken,63.64,36.67,24,Female,Middle,26.97,42.38
4365,Sweet & Sour Pork,10.34,43.17,53,Non-Binary,Middle,-32.83,-317.5
4366,Kung Pao Chicken,18.24,13.8,59,Non-Binary,Low,4.439999999999998,24.34
4367,Noodles,61.3,40.2,61,Male,Middle,21.099999999999994,34.42
4368,Kung Pao Chicken,65.7,4.9,23,Non-Binary,High,60.800000000000004,92.54
4369,Noodles,25.46,11.45,20,Male,Middle,14.010000000000002,55.03
4370,Kung Pao Chicken,8.58,12.66,28,Female,Middle,-4.08,-47.55
4371,Hot Pot,9.23,29.17,46,Female,Middle,-19.94,-216.03
4372,Fried Rice,53.36,27.17,36,Female,Middle,26.189999999999998,49.08
4373,Dim Sum,32.22,8.58,38,Female,Low,23.64,73.37
4374,Spring Rolls,14.23,15.37,25,Female,Low,-1.1399999999999988,-8.01
4375,Fried Rice,23.44,26.43,32,Male,Middle,-2.9899999999999984,-12.76
4376,Noodles,26.25,25.17,46,Female,Middle,1.0799999999999983,4.11
4377,Sweet & Sour Pork,66.92,42.29,34,Female,Low,24.630000000000003,36.81
4378,Sweet & Sour Pork,59.34,22.95,65,Non-Binary,High,36.39,61.32
4379,Sweet & Sour Pork,42.26,16.61,22,Male,Middle,25.65,60.7
4380,Hot Pot,51.75,42.81,34,Non-Binary,Low,8.939999999999998,17.28
4381,Dim Sum,65.57,44.93,57,Female,Middle,20.639999999999993,31.48
4382,Spring Rolls,41.7,44.64,54,Male,Middle,-2.9399999999999977,-7.05
4383,Sweet & Sour Pork,36.12,14.96,57,Male,High,21.159999999999997,58.58
4384,Noodles,22.14,23.66,43,Non-Binary,Low,-1.5199999999999996,-6.87
4385,Fried Rice,14.8,42.53,24,Non-Binary,Low,-27.73,-187.36
4386,Noodles,11.8,34.0,44,Non-Binary,High,-22.2,-188.14
4387,Noodles,42.09,13.56,64,Male,Middle,28.53,67.78
4388,Fried Rice,54.51,10.04,25,Female,Middle,44.47,81.58
4389,Kung Pao Chicken,39.91,25.03,44,Non-Binary,Middle,14.879999999999995,37.28
4390,Sweet & Sour Pork,47.8,5.7,44,Female,Low,42.099999999999994,88.08
4391,Kung Pao Chicken,59.11,42.2,47,Female,Middle,16.909999999999997,28.61
4392,Hot Pot,50.39,8.03,48,Female,High,42.36,84.06
4393,Noodles,65.76,38.76,59,Male,High,27.000000000000007,41.06
4394,Dim Sum,42.47,18.11,21,Non-Binary,Middle,24.36,57.36
4395,Sweet & Sour Pork,40.37,39.9,47,Female,Low,0.46999999999999886,1.16
4396,Hot Pot,14.78,21.11,24,Non-Binary,Middle,-6.33,-42.83
4397,Noodles,52.4,11.42,56,Female,High,40.98,78.21
4398,Hot Pot,69.52,11.29,61,Female,Middle,58.23,83.76
4399,Fried Rice,19.94,34.0,38,Female,Low,-14.059999999999999,-70.51
4400,Noodles,20.48,3.68,64,Non-Binary,High,16.8,82.03
4401,Spring Rolls,37.49,17.58,41,Non-Binary,Middle,19.910000000000004,53.11
4402,Dim Sum,62.23,14.84,52,Male,Low,47.39,76.15
4403,Hot Pot,65.03,22.37,29,Non-Binary,Middle,42.66,65.6
4404,Spring Rolls,60.21,20.36,37,Male,Low,39.85,66.19
4405,Noodles,11.17,10.93,43,Non-Binary,Middle,0.2400000000000002,2.15
4406,Sweet & Sour Pork,36.98,22.23,41,Female,Middle,14.749999999999996,39.89
4407,Kung Pao Chicken,21.51,35.91,59,Male,Middle,-14.399999999999995,-66.95
4408,Dim Sum,65.25,5.28,69,Female,Middle,59.97,91.91
4409,Dim Sum,40.33,15.47,56,Male,Middle,24.86,61.64
4410,Hot Pot,17.89,34.15,34,Female,Middle,-16.259999999999998,-90.89
4411,Spring Rolls,59.65,32.36,39,Non-Binary,Low,27.29,45.75
4412,Sweet & Sour Pork,41.55,32.68,51,Male,Low,8.869999999999997,21.35
4413,Spring Rolls,58.64,38.11,69,Male,Low,20.53,35.01
4414,Spring Rolls,54.93,7.64,20,Non-Binary,Middle,47.29,86.09
4415,Sweet & Sour Pork,8.49,21.64,29,Non-Binary,High,-13.15,-154.89
4416,Sweet & Sour Pork,42.63,33.32,68,Male,High,9.310000000000002,21.84
4417,Dim Sum,27.82,25.9,33,Female,Low,1.9200000000000017,6.9
4418,Sweet & Sour Pork,19.12,22.81,67,Non-Binary,Middle,-3.6899999999999977,-19.3
